3 0
0	0
0.001	6.7645e-05
0.002	0.00013213
0.003	0.00019362
0.004	0.00025226
0.005	0.00030822
0.006	0.00036165
0.007	0.00041271
0.008	0.00046156
0.009	0.00050835
0.01	0.00055325
0.011	0.00059642
0.012	0.000638
0.013	0.00067815
0.014	0.00071705
0.015	0.00075483
0.016	0.00079167
0.017	0.00082771
0.018	0.00086313
0.019	0.00089806
0.02	0.00093268
0.021	0.00096713
0.022	0.0010016
0.023	0.0010362
0.024	0.0010711
0.025	0.0011065
0.026	0.0011425
0.027	0.001179
0.028	0.001216
0.029	0.0012533
0.03	0.0012908
0.031	0.0013285
0.032	0.0013663
0.033	0.0014041
0.034	0.0014417
0.035	0.0014791
0.036	0.0015162
0.037	0.001553
0.038	0.0015892
0.039	0.0016248
0.04	0.0016598
0.041	0.001694
0.042	0.0017274
0.043	0.0017601
0.044	0.001792
0.045	0.0018232
0.046	0.0018537
0.047	0.0018835
0.048	0.0019127
0.049	0.0019411
0.05	0.0019689
0.051	0.001996
0.052	0.0020225
0.053	0.0020484
0.054	0.0020736
0.055	0.0020983
0.056	0.0021224
0.057	0.0021458
0.058	0.0021688
0.059	0.0021912
0.06	0.002213
0.061	0.0022343
0.062	0.0022552
0.063	0.0022755
0.064	0.0022953
0.065	0.0023146
0.066	0.0023335
0.067	0.0023519
0.068	0.0023698
0.069	0.0023873
0.07	0.0024044
0.071	0.002421
0.072	0.0024372
0.073	0.0024531
0.074	0.0024685
0.075	0.0024836
0.076	0.0024983
0.077	0.0025126
0.078	0.0025266
0.079	0.0025402
0.08	0.0025535
0.081	0.0025665
0.082	0.0025792
0.083	0.0025916
0.084	0.0026037
0.085	0.0026155
0.086	0.002627
0.087	0.0026383
0.088	0.0026494
0.089	0.0026602
0.09	0.0026708
0.091	0.0026811
0.092	0.0026913
0.093	0.0027012
0.094	0.002711
0.095	0.0027206
0.096	0.00273
0.097	0.0027393
0.098	0.0027484
0.099	0.0027574
0.1	0.0027663
0.101	0.002775
0.102	0.0027837
0.103	0.0027922
0.104	0.0028006
0.105	0.0028089
0.106	0.002817
0.107	0.0028251
0.108	0.0028331
0.109	0.0028409
0.11	0.0028486
0.111	0.0028562
0.112	0.0028637
0.113	0.0028711
0.114	0.0028783
0.115	0.0028854
0.116	0.0028925
0.117	0.0028994
0.118	0.0029062
0.119	0.0029128
0.12	0.0029194
0.121	0.0029258
0.122	0.0029322
0.123	0.0029384
0.124	0.0029445
0.125	0.0029504
0.126	0.0029563
0.127	0.0029621
0.128	0.0029677
0.129	0.0029732
0.13	0.0029786
0.131	0.0029839
0.132	0.002989
0.133	0.0029941
0.134	0.002999
0.135	0.0030038
0.136	0.0030085
0.137	0.0030131
0.138	0.0030176
0.139	0.0030219
0.14	0.0030261
0.141	0.0030302
0.142	0.0030342
0.143	0.0030381
0.144	0.0030419
0.145	0.0030455
0.146	0.003049
0.147	0.0030525
0.148	0.0030557
0.149	0.0030589
0.15	0.003062
0.151	0.0030649
0.152	0.0030677
0.153	0.0030704
0.154	0.003073
0.155	0.0030755
0.156	0.0030778
0.157	0.00308
0.158	0.0030821
0.159	0.0030841
0.16	0.003086
0.161	0.0030878
0.162	0.0030894
0.163	0.0030909
0.164	0.0030923
0.165	0.0030936
0.166	0.0030948
0.167	0.0030958
0.168	0.0030967
0.169	0.0030975
0.17	0.0030982
0.171	0.0030988
0.172	0.0030992
0.173	0.0030996
0.174	0.0030998
0.175	0.0030999
0.176	0.0030999
0.177	0.0030997
0.178	0.0030995
0.179	0.0030991
0.18	0.0030987
0.181	0.0030981
0.182	0.0030974
0.183	0.0030966
0.184	0.0030957
0.185	0.0030947
0.186	0.0030936
0.187	0.0030923
0.188	0.003091
0.189	0.0030895
0.19	0.003088
0.191	0.0030863
0.192	0.0030846
0.193	0.0030827
0.194	0.0030808
0.195	0.0030787
0.196	0.0030766
0.197	0.0030743
0.198	0.003072
0.199	0.0030695
0.2	0.003067
0.201	0.0030643
0.202	0.0030616
0.203	0.0030587
0.204	0.0030558
0.205	0.0030528
0.206	0.0030497
0.207	0.0030465
0.208	0.0030432
0.209	0.0030398
0.21	0.0030363
0.211	0.0030328
0.212	0.0030291
0.213	0.0030254
0.214	0.0030216
0.215	0.0030177
0.216	0.0030137
0.217	0.0030096
0.218	0.0030054
0.219	0.0030012
0.22	0.0029969
0.221	0.0029925
0.222	0.002988
0.223	0.0029834
0.224	0.0029788
0.225	0.0029741
0.226	0.0029693
0.227	0.0029644
0.228	0.0029595
0.229	0.0029545
0.23	0.0029494
0.231	0.0029442
0.232	0.002939
