3 0
0.233	0.0029337
0.234	0.0029283
0.235	0.0029228
0.236	0.0029173
0.237	0.0029117
0.238	0.0029061
0.239	0.0029004
0.24	0.0028946
0.241	0.0028887
0.242	0.0028828
0.243	0.0028769
0.244	0.0028708
0.245	0.0028647
0.246	0.0028585
0.247	0.0028523
0.248	0.002846
0.249	0.0028397
0.25	0.0028333
0.251	0.0028268
0.252	0.0028203
0.253	0.0028138
0.254	0.0028071
0.255	0.0028005
0.256	0.0027937
0.257	0.0027869
0.258	0.0027801
0.259	0.0027732
0.26	0.0027663
0.261	0.0027593
0.262	0.0027522
0.263	0.0027451
0.264	0.002738
0.265	0.0027308
0.266	0.0027235
0.267	0.0027162
0.268	0.0027089
0.269	0.0027014
0.27	0.0026939
0.271	0.0026864
0.272	0.0026788
0.273	0.0026711
0.274	0.0026633
0.275	0.0026555
0.276	0.0026476
0.277	0.0026397
0.278	0.0026316
0.279	0.0026235
0.28	0.0026153
0.281	0.0026071
0.282	0.0025988
0.283	0.0025904
0.284	0.0025819
0.285	0.0025733
0.286	0.0025647
0.287	0.0025559
0.288	0.0025471
0.289	0.0025382
0.29	0.0025292
0.291	0.0025202
0.292	0.002511
0.293	0.0025017
0.294	0.0024924
0.295	0.002483
0.296	0.0024734
0.297	0.0024638
0.298	0.0024541
0.299	0.0024443
0.3	0.0024343
0.301	0.0024243
0.302	0.0024142
0.303	0.0024039
0.304	0.0023936
0.305	0.0023832
0.306	0.0023726
0.307	0.002362
0.308	0.0023512
0.309	0.0023403
0.31	0.0023293
0.311	0.0023182
0.312	0.002307
0.313	0.0022957
0.314	0.0022842
0.315	0.0022727
0.316	0.002261
0.317	0.0022492
0.318	0.0022373
0.319	0.0022252
0.32	0.002213
0.321	0.0022007
0.322	0.0021883
0.323	0.0021757
0.324	0.0021631
0.325	0.0021503
0.326	0.0021374
0.327	0.0021244
0.328	0.0021113
0.329	0.0020981
0.33	0.0020849
0.331	0.0020715
0.332	0.002058
0.333	0.0020445
0.334	0.0020308
0.335	0.0020171
0.336	0.0020034
0.337	0.0019895
0.338	0.0019756
0.339	0.0019616
0.34	0.0019476
0.341	0.0019335
0.342	0.0019193
0.343	0.0019052
0.344	0.0018909
0.345	0.0018766
0.346	0.0018623
0.347	0.001848
0.348	0.0018336
0.349	0.0018192
0.35	0.0018047
0.351	0.0017903
0.352	0.0017758
0.353	0.0017613
0.354	0.0017468
0.355	0.0017323
0.356	0.0017178
0.357	0.0017033
0.358	0.0016888
0.359	0.0016743
0.36	0.0016598
0.361	0.0016453
0.362	0.0016308
0.363	0.0016164
0.364	0.001602
0.365	0.0015876
0.366	0.0015732
0.367	0.0015588
0.368	0.0015445
0.369	0.0015302
0.37	0.0015159
0.371	0.0015016
0.372	0.0014874
0.373	0.0014732
0.374	0.001459
0.375	0.0014449
0.376	0.0014308
0.377	0.0014167
0.378	0.0014027
0.379	0.0013887
0.38	0.0013748
0.381	0.0013609
0.382	0.001347
0.383	0.0013332
0.384	0.0013194
0.385	0.0013057
0.386	0.0012921
0.387	0.0012784
0.388	0.0012649
0.389	0.0012513
0.39	0.0012379
0.391	0.0012245
0.392	0.0012111
0.393	0.0011978
0.394	0.0011846
0.395	0.0011714
0.396	0.0011583
0.397	0.0011453
0.398	0.0011323
0.399	0.0011194
0.4	0.0011065
0.401	0.0010937
0.402	0.001081
0.403	0.0010684
0.404	0.0010558
0.405	0.0010433
0.406	0.0010309
0.407	0.0010185
0.408	0.0010062
0.409	0.00099399
0.41	0.00098183
0.411	0.00096975
0.412	0.00095773
0.413	0.00094579
0.414	0.00093391
0.415	0.0009221
0.416	0.00091037
0.417	0.0008987
0.418	0.0008871
0.419	0.00087558
0.42	0.00086412
0.421	0.00085274
0.422	0.00084142
0.423	0.00083017
0.424	0.000819
0.425	0.00080789
0.426	0.00079686
0.427	0.00078589
0.428	0.000775
0.429	0.00076418
0.43	0.00075342
0.431	0.00074274
0.432	0.00073213
0.433	0.00072159
0.434	0.00071112
0.435	0.00070072
0.436	0.00069039
0.437	0.00068013
0.438	0.00066994
0.439	0.00065983
0.44	0.00064978
0.441	0.00063981
0.442	0.00062991
0.443	0.00062008
0.444	0.00061032
0.445	0.00060063
0.446	0.00059101
0.447	0.00058146
0.448	0.00057199
0.449	0.00056259
0.45	0.00055325
0.451	0.00054399
0.452	0.00053481
0.453	0.00052569
0.454	0.00051664
0.455	0.00050767
0.456	0.00049877
0.457	0.00048994
0.458	0.00048118
0.459	0.0004725
0.46	0.00046388
0.461	0.00045534
0.462	0.00044687
0.463	0.00043847
0.464	0.00043015
0.465	0.00042189
0.466	0.00041371
0.467	0.0004056
0.468	0.00039757
0.469	0.0003896
0.47	0.00038171
0.471	0.0003739
0.472	0.00036615
0.473	0.00035848
0.474	0.00035088
0.475	0.00034335
0.476	0.00033589
0.477	0.00032851
0.478	0.0003212
0.479	0.00031396
0.48	0.0003068
0.481	0.00029971
0.482	0.00029269
0.483	0.00028575
0.484	0.00027888
0.485	0.00027208
0.486	0.00026535
0.487	0.0002587
0.488	0.00025212
0.489	0.00024562
0.49	0.00023919
0.491	0.00023283
0.492	0.00022655
0.493	0.00022034
0.494	0.0002142
0.495	0.00020813
0.496	0.00020215
0.497	0.00019623
0.498	0.00019039
0.499	0.00018462
0.5	0.00017893
0.501	0.00017331
0.502	0.00016776
0.503	0.00016229
0.504	0.00015689
0.505	0.00015157
0.506	0.00014632
0.507	0.00014114
0.508	0.00013604
0.509	0.00013101
0.51	0.00012606
0.511	0.00012118
0.512	0.00011638
0.513	0.00011165
0.514	0.000107
0.515	0.00010242
0.516	9.7915e-05
0.517	9.3486e-05
0.518	8.9131e-05
0.519	8.4851e-05
0.52	8.0645e-05
0.521	7.6515e-05
0.522	7.246e-05
0.523	6.848e-05
0.524	6.4575e-05
0.525	6.0745e-05
0.526	5.699e-05
0.527	5.331e-05
0.528	4.9706e-05
0.529	4.6177e-05
0.53	4.2724e-05
0.531	3.9346e-05
0.532	3.6043e-05
0.533	3.2816e-05
0.534	2.9665e-05
0.535	2.6589e-05
0.536	2.3588e-05
0.537	2.0664e-05
0.538	1.7815e-05
0.539	1.5042e-05
0.54	1.2345e-05
0.541	9.7243e-06
0.542	7.1791e-06
0.543	4.71e-06
0.544	2.317e-06
0.545	0
